name_id;Finishing;ShortPassing;LongPassing;BallControl;Dribbling;Acceleration;SprintSpeed;Agility;Balance;ShotPower;Jumping;Stamina;Aggression;Interceptions;Vision;GKHandling;GKKicking;GKReflexes
4382;68;63;61;69;73;75;75;67;67;77;59;70;75;40;69;16;13;9
4383;35;50;55;50;40;33;37;34;56;77;73;34;71;74;42;9;12;10
4384;68;68;66;69;65;64;65;68;50;79;79;78;73;72;67;12;8;11
4385;71;68;62;70;72;68;77;46;46;58;38;72;60;41;68;12;14;8
4386;61;74;71;71;67;42;38;61;80;72;46;54;80;76;70;11;7;16
4387;44;67;49;68;67;86;79;88;82;70;76;91;72;66;54;15;9;13
4388;67;68;66;67;71;78;82;79;62;73;80;81;78;56;64;6;15;7
4389;75;72;66;80;76;33;66;66;34;72;54;58;58;11;72;15;9;10
4390;42;74;65;70;71;68;68;64;66;52;70;75;78;70;67;13;16;14
4391;60;81;79;77;64;34;29;57;39;72;37;53;60;70;67;14;14;9
4392;51;79;74;78;75;84;82;85;86;68;47;69;52;53;70;10;13;7
4393;63;61;54;75;76;88;87;86;87;78;71;81;66;58;62;12;13;9
4394;73;69;65;69;69;65;69;77;73;69;81;63;43;18;76;6;7;8
4395;29;57;60;56;45;52;55;43;53;42;77;72;65;70;50;10;13;10
4396;57;67;64;68;70;69;77;70;65;69;71;75;65;71;55;9;11;7
4397;40;52;36;42;30;65;71;61;69;40;74;71;78;69;31;15;14;10
4398;26;64;57;60;60;77;74;71;70;60;84;82;90;72;55;8;14;13
4399;66;71;64;73;71;69;73;67;68;72;54;60;48;33;72;10;8;8
4400;42;65;68;65;43;51;52;51;52;44;53;68;78;72;44;9;12;14
4401;66;72;68;74;72;69;72;67;74;70;58;77;63;70;70;9;14;7
4402;67;75;74;73;69;35;33;63;60;75;67;60;68;68;77;9;15;7
4403;60;71;71;73;67;77;74;76;88;71;45;86;81;73;66;16;15;12
4404;55;69;60;69;72;78;83;73;80;55;81;77;65;65;64;12;8;11
4405;58;67;57;71;74;88;82;89;89;76;84;72;70;27;65;13;13;7
4406;50;74;66;67;64;65;59;73;85;65;59;74;81;71;67;12;14;11
4407;53;63;60;63;61;78;83;68;60;77;73;88;75;68;56;13;12;14
4408;63;65;60;73;79;79;79;81;78;80;63;58;56;41;65;8;9;16
4409;29;70;66;70;70;67;69;67;69;69;66;69;75;69;55;13;9;11
4410;51;75;72;75;74;68;68;69;79;74;69;59;70;70;72;4;5;4
4411;50;67;59;69;78;70;78;64;63;59;70;65;67;70;55;7;6;14
4412;60;65;60;66;74;89;85;87;83;75;79;66;51;38;66;15;10;13
4413;57;71;70;70;70;66;69;76;79;70;67;82;69;71;69;11;11;10
4414;66;69;67;70;71;82;78;83;82;67;79;75;52;48;68;10;15;9
4415;57;64;65;72;74;87;85;74;83;68;73;68;63;70;59;10;8;11
4416;59;75;72;72;65;62;64;74;71;67;58;72;71;64;70;8;8;13
4417;41;65;61;54;41;40;65;52;40;69;77;73;66;62;47;13;14;10
4418;14;25;27;22;13;58;61;56;58;47;70;42;13;20;33;66;67;75
4419;68;65;51;69;59;65;61;65;47;72;82;54;36;43;53;10;15;6
4420;38;68;58;66;60;82;79;74;67;49;76;83;77;70;50;10;11;6
4421;48;72;74;74;72;63;65;61;56;68;61;71;65;68;68;11;12;16
4422;26;54;47;33;45;55;54;34;34;41;68;68;78;74;34;9;8;13
4423;56;71;68;70;68;82;82;69;76;57;51;72;49;43;71;7;14;9
4424;7;19;13;21;8;33;35;38;49;21;66;35;36;26;61;61;62;77
4425;20;64;66;70;68;75;76;73;68;60;91;77;73;68;54;10;9;11
4426;62;63;61;70;74;90;91;84;81;63;61;67;41;61;60;15;12;7
4427;36;70;70;69;59;51;48;53;67;50;77;65;74;69;49;12;15;7
4428;22;65;63;58;57;35;33;34;43;62;62;33;73;72;45;13;13;13
4429;63;69;54;74;75;83;84;81;79;74;82;68;52;68;67;8;9;15
4430;13;36;38;32;11;42;47;47;42;40;68;32;27;17;49;70;65;71
4431;70;69;65;71;67;75;68;62;66;72;82;81;75;69;71;13;11;11
4432;31;65;58;67;49;68;56;52;68;50;72;41;65;70;42;9;16;12
4433;58;75;77;71;66;60;65;66;66;80;65;70;66;63;66;11;16;15
4434;72;66;36;67;65;75;78;69;75;70;82;80;78;29;60;9;7;8
4435;59;76;74;65;62;53;54;64;72;70;60;86;62;67;74;7;9;11
4436;68;72;69;74;71;74;69;79;78;78;54;68;43;42;66;9;15;11
4437;50;62;55;67;72;83;85;73;66;55;69;77;55;71;52;8;7;9
4438;61;64;57;72;73;91;90;89;85;72;67;79;57;46;64;8;13;10
4439;57;71;66;65;66;75;68;69;75;72;65;76;77;72;68;14;15;11
4440;61;73;73;71;69;44;45;71;77;73;57;62;67;71;74;16;6;14
4441;7;37;28;34;12;46;44;30;37;12;52;21;19;25;22;68;60;74
4442;20;36;42;23;12;31;33;22;32;55;58;34;12;11;38;72;72;72
4443;66;68;55;67;69;82;84;74;75;70;78;91;65;57;52;12;12;12
4444;68;69;59;74;75;71;62;73;66;67;62;70;60;37;69;15;13;10
4445;58;75;69;73;65;62;65;61;51;71;66;71;72;73;71;6;6;11
4446;51;70;64;68;63;66;63;66;76;59;84;78;83;69;47;14;10;10
4447;50;67;63;68;66;85;85;79;87;68;89;81;61;69;56;14;6;16
4448;74;64;40;72;66;66;62;69;42;72;44;67;30;18;50;15;11;9
4449;75;55;54;71;71;66;59;68;64;70;78;55;67;56;60;16;8;13
4450;67;65;52;74;76;78;83;78;67;79;76;73;58;21;55;11;15;16
4451;73;61;42;71;71;83;84;73;74;75;84;68;59;26;59;15;9;15
4452;15;24;25;17;12;47;49;35;45;22;51;42;27;19;49;76;68;73
4453;47;68;63;64;57;52;53;54;45;83;48;69;72;74;59;13;8;12
4454;59;66;64;73;69;75;78;76;67;71;60;80;75;64;53;8;14;7
4455;72;60;48;68;59;78;79;67;44;66;85;78;45;17;53;11;8;7
4456;37;58;42;52;46;55;47;52;48;33;76;56;75;72;41;9;7;8
4457;12;15;15;21;19;37;41;28;42;19;79;25;17;20;26;67;63;74
4458;60;75;68;75;70;87;78;84;86;75;75;80;60;70;73;6;11;10
4459;67;74;70;75;74;55;60;71;54;69;73;62;62;62;74;8;14;9
4460;70;67;61;74;73;85;76;80;80;65;68;63;49;38;66;12;16;15
4461;8;20;16;21;9;37;34;21;20;21;62;31;44;28;63;77;76;73
4462;43;73;70;68;53;58;44;69;67;77;74;71;71;72;59;15;14;14
4463;36;67;73;67;63;67;73;61;54;68;64;70;71;70;67;11;9;13
4464;33;63;49;66;58;79;77;75;69;63;75;79;65;71;52;14;8;8
4465;20;27;41;23;16;57;54;62;63;27;60;37;41;18;46;73;72;69
4466;48;73;70;73;72;78;69;79;82;67;69;77;72;70;70;4;3;7
4467;58;68;64;72;72;78;71;79;79;66;82;80;72;69;66;12;8;16
4468;67;75;66;72;73;67;67;83;76;70;54;77;69;60;69;11;7;13
4469;52;73;71;64;61;82;79;62;74;59;66;67;61;64;59;7;8;12
4470;39;72;69;71;67;70;72;69;62;65;63;77;74;70;70;6;13;13
4471;63;74;69;74;70;69;65;75;80;69;64;54;70;61;73;6;9;15
4472;56;78;71;75;72;74;64;75;76;62;59;68;57;66;72;9;14;14
4473;66;69;67;67;63;67;73;62;54;66;33;89;87;72;66;14;12;10
4474;13;23;33;21;14;45;49;45;40;21;63;38;39;25;22;69;67;71
4475;36;52;45;60;36;50;51;43;33;53;70;76;71;72;45;10;13;14
4476;35;59;62;58;52;39;39;38;59;54;80;44;73;74;49;8;8;10
4477;60;74;74;74;70;69;66;55;55;65;65;75;66;65;69;7;13;9
4478;35;56;69;62;49;64;58;54;50;71;84;74;69;64;59;8;6;10
4479;66;72;70;73;73;69;71;72;79;69;72;74;47;60;69;12;10;15
4480;44;70;59;72;63;77;78;65;62;60;75;79;77;60;52;6;10;6
4481;70;65;39;77;71;48;54;65;39;72;69;64;53;19;48;8;13;6
4482;51;70;65;77;75;75;66;69;66;50;65;56;73;71;60;9;10;8
4483;44;72;61;51;40;34;34;43;60;40;68;33;69;71;59;15;13;10
4484;72;71;63;71;70;56;53;65;67;74;73;52;80;57;69;14;7;6
4485;59;72;73;71;67;62;64;73;71;72;63;79;59;69;71;12;12;10
4486;54;66;68;76;75;77;68;72;72;62;68;76;62;59;59;10;14;7
4487;56;74;65;75;76;67;65;77;75;54;56;66;52;29;75;12;11;13
4488;72;67;60;74;70;73;72;70;62;68;62;73;56;54;62;7;11;16
4489;54;72;70;68;72;75;78;68;53;74;59;80;51;64;64;12;9;10
4490;31;60;51;63;60;52;57;43;55;63;77;63;66;70;41;13;12;7
4491;22;48;42;48;44;54;69;55;63;45;68;66;60;72;42;8;12;13
4492;68;75;69;74;73;71;65;71;56;74;50;72;65;66;65;12;12;12
4493;53;72;73;68;65;57;60;64;71;75;58;80;74;71;71;14;12;8
4494;70;68;36;70;71;75;77;71;61;72;75;67;65;36;71;16;9;11
4495;31;52;48;54;34;70;68;65;59;41;67;72;72;75;40;11;10;13
4496;70;64;62;74;75;76;71;84;81;76;62;63;68;26;70;13;9;8
4497;17;21;20;22;16;46;35;30;33;12;53;35;19;18;15;77;61;68
4498;69;68;56;73;72;69;72;67;62;76;34;66;60;33;71;15;16;6
4499;40;62;58;59;60;57;70;54;44;68;67;66;79;68;52;12;11;13
4500;73;60;31;58;59;66;76;57;55;69;62;77;71;22;59;9;14;6
4501;48;62;57;63;46;50;34;43;50;70;76;67;74;68;51;12;12;12
4502;21;64;61;64;59;62;65;69;74;66;88;70;60;68;29;6;8;15
4503;37;64;66;62;60;62;68;66;57;46;77;87;84;73;56;16;12;8
4504;58;70;74;71;64;37;34;52;59;78;68;62;68;72;75;13;9;13
4505;69;64;62;79;73;82;84;78;75;72;59;70;49;23;63;8;13;8
4506;16;35;37;22;18;48;55;35;51;20;61;30;40;25;40;69;73;72
4507;47;65;59;63;70;91;91;88;80;55;69;85;71;64;43;16;8;13
4508;71;56;43;68;65;78;76;78;70;72;83;72;68;33;53;7;10;14
4509;71;69;38;67;68;73;71;74;66;70;80;69;55;12;50;6;11;8
4510;48;76;73;72;71;66;63;70;73;65;76;72;64;72;70;12;15;5
4511;54;64;65;69;78;79;78;76;72;62;61;65;53;28;74;10;12;13
4512;19;59;35;49;26;54;54;66;58;47;76;58;71;74;25;9;14;9
4513;11;44;23;30;17;46;43;51;41;38;74;31;24;22;47;66;63;74
4514;12;35;32;18;20;46;42;33;54;18;57;34;19;21;62;68;70;74
4515;32;53;40;53;41;52;52;37;57;51;68;53;76;71;39;12;8;8
4516;21;42;41;44;26;50;57;60;67;55;91;66;85;70;34;8;7;10
4517;15;37;37;34;15;32;36;44;47;34;56;24;26;26;56;71;78;71
4518;62;69;68;75;76;78;76;82;76;62;61;67;39;38;73;5;5;5
4519;74;62;33;68;62;64;66;67;67;73;82;88;76;22;54;16;11;11
4520;51;71;68;73;70;68;72;65;60;76;63;74;74;40;78;5;7;4
4521;17;25;22;15;14;65;62;62;62;25;68;44;20;28;26;72;67;73
4522;56;74;75;68;69;66;60;64;65;69;66;69;73;71;73;13;6;11
4523;8;23;22;11;18;25;31;28;64;21;61;36;20;8;39;67;58;72
4524;69;74;77;71;69;63;64;77;77;80;64;66;68;67;69;6;9;8
4525;19;21;29;21;14;48;50;33;41;22;63;34;41;24;42;69;66;71
4526;67;67;59;74;78;78;77;81;69;74;74;67;45;37;66;15;9;11
4527;72;62;43;73;72;69;69;73;66;66;71;73;49;36;65;12;5;15
4528;68;72;67;69;69;66;62;69;60;72;75;71;63;69;69;6;7;6
4529;44;66;53;67;69;85;78;84;91;50;72;91;59;65;48;9;11;7
4530;57;75;66;71;67;60;61;61;57;74;64;68;77;75;51;7;9;12
4531;42;69;60;67;58;72;76;55;57;59;61;74;70;70;59;7;7;15
4532;35;65;62;54;56;71;66;54;65;55;76;68;71;67;42;9;7;8
4533;75;69;63;72;69;78;78;71;68;73;65;79;65;27;65;6;6;9
4534;64;67;66;72;75;75;77;77;73;75;80;66;65;30;64;8;6;10
4535;35;56;60;60;45;51;48;55;59;64;77;71;82;66;32;6;7;14
4536;45;74;71;72;61;63;71;77;79;53;55;63;54;54;61;8;7;7
4537;62;74;70;72;69;59;71;67;66;62;59;67;22;58;78;12;5;11
4538;35;68;66;60;52;35;34;34;32;63;65;74;62;66;48;9;15;11
4539;59;79;77;69;69;47;47;64;65;73;63;78;82;67;62;15;14;6
4540;67;63;53;72;72;83;87;83;86;67;58;82;53;48;68;15;6;13
4541;66;64;41;72;76;84;82;78;77;70;59;73;30;12;58;7;14;7
4542;67;76;76;71;69;46;64;88;68;68;29;70;46;44;77;9;10;15
4543;16;29;22;10;20;42;47;32;56;20;50;27;25;23;64;66;63;74
4544;71;68;67;73;75;77;76;75;69;67;69;66;52;60;69;14;7;10
4545;49;80;76;72;67;52;50;74;79;70;76;64;80;67;66;7;11;13
4546;31;73;74;79;66;65;37;90;83;44;63;72;36;72;73;9;6;13
4547;16;52;53;55;40;53;52;47;41;39;70;58;76;70;30;11;10;11
4548;74;62;49;70;70;72;71;70;72;68;69;65;49;29;53;11;7;14
4549;68;69;63;72;72;82;75;88;76;70;71;83;75;72;72;12;15;8
4550;24;67;63;62;42;50;51;47;43;52;70;68;68;71;28;12;7;12
4551;60;72;71;74;72;66;60;68;66;75;60;82;83;64;67;9;13;12
4552;49;67;62;65;66;69;84;72;61;52;58;92;77;72;65;15;11;16
4553;51;75;68;73;70;70;67;73;75;73;49;72;59;58;68;13;9;11
4554;17;29;23;18;16;44;40;38;44;17;56;28;27;22;48;68;62;74
4555;35;59;50;43;47;66;68;45;41;43;60;55;78;68;39;8;5;11
4556;67;72;73;73;69;47;42;62;63;69;60;68;58;57;73;16;10;8
4557;27;69;66;55;51;70;69;58;64;69;78;77;59;70;67;6;13;12
4558;35;66;54;60;55;64;67;62;59;49;75;60;72;70;36;15;13;6
4559;56;69;66;70;58;49;29;64;58;71;70;73;77;74;66;6;9;11
4560;26;59;51;61;38;39;36;49;44;35;56;51;72;73;45;6;6;13
4561;35;74;58;60;54;60;61;54;61;73;70;72;87;77;42;12;8;10
4562;52;71;69;70;71;84;83;82;80;87;76;80;70;68;62;11;15;6
4563;54;72;71;71;64;57;54;69;67;73;58;78;66;71;72;14;14;8
4564;64;65;58;76;75;88;89;87;88;66;72;68;47;34;55;14;9;14
4565;42;69;71;70;58;68;66;73;64;64;78;85;81;66;58;11;9;14
4566;46;69;63;76;43;76;59;60;75;65;69;76;72;62;45;8;10;7
4567;45;72;71;67;61;67;73;71;57;48;51;73;65;66;51;8;7;8
4568;65;63;64;72;69;80;83;85;74;78;45;85;70;45;69;11;9;14
4569;70;69;50;74;68;52;55;69;69;69;67;70;56;33;56;9;6;9
4570;11;42;34;19;20;35;33;34;61;25;59;41;20;16;20;67;57;75
4571;61;68;65;68;64;72;74;70;73;64;83;79;78;71;73;7;6;5
4572;17;39;39;37;16;45;46;52;55;25;64;31;31;11;56;69;69;73
4573;39;66;67;64;58;71;70;71;77;63;83;88;77;72;59;16;13;10
4574;59;75;71;73;69;69;70;71;70;65;67;79;65;62;68;9;9;12
4575;60;71;65;70;68;76;76;69;70;59;66;75;59;66;59;8;7;9
4576;51;67;56;71;70;75;78;61;67;76;76;79;70;62;57;12;15;10
4577;61;72;72;73;69;64;64;75;78;70;33;34;63;68;75;6;15;13
4578;47;66;63;68;60;52;47;65;73;57;71;38;79;71;65;8;16;9
4579;57;72;70;70;68;77;79;71;75;61;52;89;60;71;69;14;7;13
4580;38;66;61;65;68;81;83;75;63;61;67;76;69;66;59;11;14;16
4581;73;70;55;70;75;64;71;47;48;75;39;69;45;20;69;16;11;6
4582;70;70;66;73;72;70;73;66;47;74;58;65;67;53;71;12;9;7
4583;61;70;71;73;70;76;78;78;78;70;70;78;68;61;67;15;11;9
4584;59;77;76;76;76;73;64;77;79;76;66;69;67;70;78;11;13;11
4585;64;65;57;69;73;91;86;90;94;75;91;68;35;26;69;13;11;9
4586;40;74;67;73;70;76;70;72;77;65;56;74;74;70;64;12;9;7
4587;34;70;73;51;42;66;46;53;63;50;75;71;65;72;67;11;15;13
4588;48;75;73;65;59;57;61;61;41;74;62;70;71;71;61;6;7;15
4589;23;65;42;58;45;68;78;66;52;25;84;82;78;70;44;10;13;12
4590;12;36;20;20;11;43;43;34;44;12;54;34;22;20;55;74;65;72
4591;56;67;59;72;73;80;81;76;72;66;50;73;39;25;65;15;18;10
4592;40;71;69;67;59;68;57;69;71;61;66;81;77;69;68;14;11;10
4593;48;72;69;74;67;69;71;69;65;74;68;82;72;70;72;9;11;9
4594;45;65;60;64;62;62;65;67;59;61;87;76;71;71;59;14;14;12
4595;71;66;56;68;66;68;71;76;65;73;75;75;61;15;57;11;8;12
4596;36;68;59;60;42;38;47;51;53;60;70;74;75;69;57;12;13;8
4597;41;66;55;67;69;74;81;87;86;66;84;78;70;72;55;11;7;12
4598;63;72;69;72;67;64;67;64;70;73;72;83;68;65;71;11;13;16
4599;65;71;72;71;60;78;78;78;76;65;57;81;75;69;63;7;5;15
4600;39;71;68;74;63;53;56;64;68;68;68;75;77;70;47;13;12;7
4601;40;66;64;62;57;54;67;60;47;60;65;72;67;72;59;12;13;14
4602;27;68;66;60;40;34;33;35;42;68;64;33;76;67;57;7;11;11
4603;63;73;63;73;71;71;76;73;52;66;71;75;49;34;57;9;15;11
4604;45;55;63;55;34;41;51;34;32;71;55;50;84;63;36;7;8;12
4605;37;68;59;67;65;79;80;67;65;46;61;72;68;68;66;14;9;7
4606;76;65;53;67;58;62;59;67;73;70;55;67;75;33;65;8;11;8
4607;27;59;64;67;58;68;71;70;58;37;69;70;74;67;51;14;6;11
4608;59;74;74;68;64;54;55;57;61;67;64;65;66;66;69;12;16;12
4609;61;74;73;73;72;69;70;72;77;72;54;70;57;58;72;8;9;7
4610;20;25;23;17;14;41;49;37;61;18;74;35;17;24;66;72;66;68
4611;66;65;60;68;74;88;89;92;88;73;73;71;65;47;62;13;6;9
4612;24;69;64;58;44;56;64;51;55;36;78;69;68;63;33;12;9;14
4613;34;69;57;68;64;67;54;55;58;47;65;69;71;71;54;6;14;14
4614;27;60;56;61;56;73;72;57;56;43;76;68;77;68;35;7;12;13
4615;62;71;67;71;66;82;80;76;77;66;36;83;75;66;72;7;13;10
4616;35;72;72;69;67;45;58;50;50;72;62;72;70;71;66;10;8;6
4617;70;60;53;66;63;63;64;62;51;72;70;73;79;44;51;8;15;7
4618;45;75;77;75;58;53;45;62;54;49;72;69;58;69;78;12;6;11
4619;41;65;60;69;69;75;75;88;81;67;75;89;56;82;48;11;12;12
4620;71;68;61;72;69;65;68;68;60;75;73;69;49;14;47;13;12;10
4621;42;74;69;72;69;67;66;67;67;66;65;71;73;72;66;8;11;10
4622;57;67;59;68;68;81;77;74;80;59;74;80;59;68;63;13;9;16
4623;24;51;37;46;42;38;47;37;38;43;66;70;75;70;30;10;14;11
4624;35;62;61;55;45;41;61;38;41;51;55;50;45;67;62;15;8;16
4625;58;76;73;74;68;70;71;82;80;68;46;66;34;42;74;11;6;6
4626;72;72;45;62;66;46;45;55;38;71;45;51;58;20;56;8;9;7
4627;17;18;25;15;12;40;36;56;32;25;62;31;30;23;50;68;66;71
4628;45;71;65;72;70;78;78;81;82;72;74;54;75;73;66;10;11;6
4629;28;70;59;67;64;57;64;64;50;60;61;61;73;74;59;10;14;15
4630;26;73;75;69;67;70;72;67;73;81;74;74;69;68;73;7;16;6
4631;57;61;62;67;72;78;77;70;70;69;82;78;90;73;64;11;9;8
4632;47;63;62;73;72;74;80;71;72;69;73;69;71;69;50;9;5;15
4633;42;68;57;69;67;76;77;75;73;75;75;70;74;67;64;7;13;9
4634;65;62;56;74;73;79;76;77;75;72;64;70;44;42;70;7;12;12
4635;62;69;67;71;68;70;75;70;71;77;74;88;70;67;69;11;12;9
4636;29;48;44;48;22;60;62;68;50;56;79;77;79;77;44;18;18;11
4637;70;66;47;70;69;74;78;59;54;68;78;79;65;23;62;14;5;9
4638;72;61;44;73;63;43;53;61;56;76;76;59;74;34;51;12;11;11
4639;25;64;61;64;56;63;65;58;64;44;77;65;69;68;31;9;11;10
4640;11;27;21;22;15;40;42;41;45;17;55;33;19;16;42;67;64;75
4641;59;71;66;71;72;78;75;74;76;74;74;73;69;69;71;11;13;8
4642;56;73;71;69;68;78;78;84;84;63;74;90;75;69;70;14;15;8
4643;67;75;72;72;67;70;65;67;65;68;52;59;70;62;67;13;11;10
4644;67;65;62;73;74;76;76;79;75;72;72;61;65;35;67;14;10;12
4645;67;72;64;76;75;65;63;74;46;64;47;66;39;20;70;15;9;10
4646;59;68;59;73;76;77;81;70;82;77;50;72;63;40;72;11;10;7
4647;59;70;61;70;72;85;87;90;76;76;84;77;71;57;70;12;8;14
4648;37;65;53;51;45;48;52;42;55;50;83;67;73;74;38;9;9;10
4649;56;74;69;72;73;82;85;76;70;65;55;69;58;66;70;9;7;13
4650;16;16;17;22;18;15;16;28;30;18;35;13;23;17;45;73;69;70
4651;12;40;37;35;32;64;60;68;64;65;74;34;37;12;49;67;65;74
4652;15;36;35;23;10;45;35;57;36;23;77;43;26;20;34;69;53;76
4653;48;60;59;64;57;74;79;72;69;77;89;92;76;69;43;14;12;15
4654;73;65;62;70;71;77;73;81;68;67;61;76;50;63;64;14;14;7
4655;28;55;60;62;47;60;65;51;54;65;77;54;74;72;56;16;12;14
4656;22;62;59;64;66;90;83;90;91;54;92;83;81;68;59;7;6;12
4657;63;70;66;70;71;73;69;80;74;63;71;75;72;33;72;9;11;13
4658;71;64;59;72;77;88;85;89;80;65;90;68;64;33;56;9;9;10
4659;12;34;36;31;18;52;44;44;38;34;76;34;21;17;45;70;59;76
4660;25;57;66;59;17;31;28;44;50;62;66;50;76;67;43;6;6;15
4661;72;58;31;71;66;79;74;68;58;69;77;80;79;36;62;14;15;7
4662;33;68;61;54;53;46;45;38;41;71;48;82;86;74;56;10;9;13
4663;42;73;71;73;68;67;66;71;74;74;69;66;73;72;71;9;14;11
4664;6;15;9;9;8;32;37;39;40;21;58;30;15;11;40;70;74;69
4665;65;70;57;73;74;74;69;77;78;58;63;68;48;24;70;11;16;12
4666;67;70;68;70;71;79;79;72;49;50;59;72;33;63;65;17;18;33
4667;72;59;44;64;66;72;75;70;66;68;84;61;69;22;47;11;8;15
4668;45;72;71;72;64;49;61;55;36;57;31;62;46;73;63;6;12;7
4669;60;71;60;74;73;79;82;75;78;68;74;69;69;40;71;10;9;15
4670;52;74;73;67;64;61;58;59;65;64;75;76;68;67;72;7;10;11
4671;14;26;27;23;12;60;57;69;69;24;85;41;26;12;40;64;65;74
4672;11;31;20;30;13;45;48;61;59;33;80;38;22;22;48;68;75;74
4673;67;77;73;72;69;58;68;62;62;76;70;83;55;69;73;7;8;12
4674;62;72;69;70;72;66;59;68;66;66;31;67;52;51;72;4;4;4
4675;57;73;69;73;71;78;79;74;76;63;78;84;71;59;69;9;8;7
4676;73;58;40;71;73;93;92;88;85;63;70;76;52;28;62;10;13;12
4677;57;72;69;71;70;65;64;58;66;84;61;87;83;69;58;9;13;11
4678;59;70;74;70;63;58;45;56;63;74;63;71;71;72;75;6;10;16
4679;58;61;44;74;80;83;81;79;70;65;82;68;56;50;61;15;12;10
4680;68;63;61;72;67;68;76;62;61;65;66;82;54;22;62;12;7;14
4681;63;68;52;69;75;86;88;79;74;64;66;58;37;31;57;6;13;11
4682;45;74;73;71;63;72;71;76;76;65;70;76;68;65;69;8;13;13
4683;64;69;67;67;71;71;67;69;74;81;71;50;71;65;70;11;10;7
4684;67;71;49;68;67;65;51;62;44;77;74;71;73;30;66;12;14;10
4685;52;71;70;66;61;69;65;76;78;62;69;89;70;72;70;12;12;14
4686;68;72;70;68;70;69;72;75;78;73;68;76;74;58;67;7;9;9
4687;46;70;59;62;62;57;69;46;56;68;78;83;79;71;64;8;9;12
4688;32;59;55;62;48;80;76;79;84;69;78;83;85;62;47;11;9;10
4689;11;43;35;21;16;39;35;51;37;27;59;34;30;29;45;65;65;74
4690;36;67;66;69;72;79;83;79;83;43;56;78;65;65;60;13;10;6
4691;65;66;55;74;75;83;86;78;77;74;46;62;41;29;57;12;10;15
4692;42;61;55;61;48;76;77;75;78;71;88;76;70;70;26;9;12;14
4693;71;70;58;75;73;67;70;69;67;73;67;65;34;22;63;15;14;10
4694;25;64;56;68;67;79;84;77;71;32;77;77;76;65;47;8;12;15
4695;57;64;62;69;71;83;81;84;81;66;70;82;82;54;61;7;10;13
4696;57;72;69;66;58;66;63;64;64;78;65;85;60;69;65;10;15;13
4697;35;64;56;65;62;69;76;63;69;48;72;62;70;68;44;13;10;15
4698;67;68;59;68;72;78;83;76;73;68;90;83;68;67;58;13;7;13
4699;54;68;62;70;74;89;87;87;83;67;57;75;56;65;50;7;12;10
4700;14;26;38;20;15;38;36;39;44;25;60;33;35;9;50;71;66;69
4701;69;67;69;68;73;81;82;76;65;69;58;71;43;37;61;6;11;6
4702;53;65;54;74;76;77;72;82;79;70;52;67;49;39;72;11;9;15
4703;22;60;49;54;37;61;63;59;62;62;75;64;65;68;44;8;8;13
4704;35;63;50;59;49;64;64;63;56;55;81;61;69;69;55;15;10;16
4705;23;50;47;52;22;55;51;65;52;45;73;68;75;77;41;12;13;16
4706;74;74;65;73;63;58;57;55;50;65;58;55;59;68;70;11;11;9
4707;61;66;57;72;74;77;79;87;90;71;60;75;61;25;51;14;12;12
4708;66;71;70;71;70;70;69;75;71;66;51;82;66;56;73;10;7;14
4709;38;79;72;79;72;67;63;85;82;54;57;76;63;61;72;8;12;5
4710;45;77;75;73;61;66;64;62;67;62;65;66;64;64;64;8;10;9
4711;54;71;67;73;69;75;75;75;59;67;64;69;70;67;67;7;12;9
4712;12;40;35;25;14;37;43;31;30;23;54;30;36;24;50;71;68;66
4713;28;68;60;70;71;78;76;77;78;56;72;82;66;66;50;11;12;11
4714;40;65;60;61;50;50;53;54;59;65;71;59;68;70;57;14;12;6
4715;70;67;58;72;73;84;82;75;62;78;70;65;61;27;58;8;8;7
4716;20;55;50;62;40;51;53;56;63;57;83;81;73;69;23;8;8;6
4717;64;71;65;73;71;66;70;68;71;77;74;76;74;70;68;11;7;11
4718;69;61;50;67;67;85;83;84;82;65;83;81;71;52;63;15;11;13
4719;66;75;78;75;75;65;63;59;77;69;66;77;57;65;69;13;10;7
4720;13;23;14;18;14;34;34;33;40;24;55;22;25;11;14;67;61;69
4721;31;65;62;66;55;68;68;65;67;50;71;73;72;68;46;8;12;6
4722;51;71;65;67;64;75;74;73;72;69;65;86;85;64;59;8;9;9
4723;60;70;50;70;71;77;74;77;78;60;47;82;63;61;60;6;7;10
4724;45;69;67;70;66;73;75;61;70;64;69;71;69;63;59;13;6;9
4725;42;71;68;64;68;76;78;60;62;38;63;73;67;71;42;12;9;12
4726;72;59;55;67;67;86;87;82;75;68;73;69;70;48;67;11;6;6
4727;64;64;56;73;71;76;74;80;72;69;58;72;40;37;68;8;9;10
4728;28;62;59;64;65;76;75;73;72;56;64;90;73;63;47;10;8;15
4729;36;64;53;72;73;89;90;69;67;53;60;73;81;73;56;12;14;6
4730;58;66;55;72;73;89;77;88;91;65;61;80;47;31;60;10;8;14
4731;55;71;60;72;74;75;66;82;81;49;63;67;47;33;70;14;15;16
4732;58;69;65;68;68;66;67;67;68;65;79;93;78;70;64;14;10;13
4733;70;66;32;67;65;65;58;68;70;71;77;67;90;42;69;16;15;11
4734;48;71;67;69;64;40;37;62;53;65;33;89;67;74;66;11;9;12
4735;37;64;50;64;65;90;87;77;70;66;68;74;66;67;45;10;8;8
4736;67;64;46;71;68;86;78;76;77;70;76;72;43;21;61;11;14;9
4737;52;62;62;65;62;77;78;79;79;84;58;82;73;70;41;5;8;12
